code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
26530,イオン九州,通期業績予想の修正及び配当予想の修正に関するお知らせ,2024-01-23 17:00:00,"DurationPeriod(start_date=datetime.date(2023, 3, 1), end_date=datetime.date(2024, 2, 29))",True,,,,,,,,,,,,,,,
51890,桜ゴム,業績予想および配当予想の修正に関するお知らせ,2024-01-23 16:30:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,10691000000,,425000000,409000000,,162.37,,,,,,,,,
55760,オービーシステム,2024年３月期 第３四半期決算短信〔日本基準〕（非連結）,2024-01-23 16:00:00,,True,5020790000,887633000,430427000,465411000,,140.65,5478000000,4572000000,,,,,,,
71750,今村証券,2024年３月期 第３四半期決算速報値に関するお知らせ,2024-01-23 15:30:00,,True,,,648000000,673000000,,,,,,,,,,,
89850,Ｒ－ＪＨＲ,2023年12月期（第24期）の運用状況及び分配金の予想の修正並びに2024年12月期（第25期）の運用状況及び分配金の予想に関するお知らせ,2024-01-23 15:30:00,,True,26574000000,,4296000000,2672000000,,2909,,,,,,,,,
26070,不二製油Ｇ,特別損失の計上及び通期業績予想の修正に関するお知らせ,2024-01-23 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,557410000000,,10940000000,9690000000,6126000000,71.27,,,,,,,,,
82180,コメリ,2024年３月期 第３四半期決算短信〔日本基準〕（連結）,2024-01-23 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2022, 12, 31))",True,279687000000,88247000000,20105000000,20162000000,13858000000,288.95,360583000000,236387000000,,,,,,,
92670,ゲンキードラッグ,業績予想の修正に関するお知らせ,2024-01-23 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 6, 21), end_date=datetime.date(2023, 12, 21))",True,83874000000,,3364000000,3561000000,2271000000,149.59,,,,,,,,,
96910,両毛システム,2024年３月期第３四半期決算短信〔日本基準〕(連結),2024-01-23 13:00:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2022, 12, 31))",True,12868950000,3407843000,1131244000,1127230000,796000000,227.59,20511000000,11787000000,3322732000,,144996000,-3067077000,1712967000,,
86240,いちよし,2024年３月期第３四半期　連結決算速報値に関するお知らせ,2024-01-23 12:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2023, 12, 31))",True,,,995000000,1048000000,672000000,19.39,,,,,,,,,
