code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
78650,ピープル,2025年１月期第１四半期業績予想の修正,2024-05-27 17:00:00,,True,1011000000,,1000000,6000000,,0.84,,,,,,,,,
22920,Ｓ　ＦＯＯＤＳ,(訂正・数値データ訂正)「2024年２月期 決算短信〔日本基準〕（連結）」の一部訂正について,2024-05-27 16:30:00,"DurationPeriod(start_date=datetime.date(2022, 3, 1), end_date=datetime.date(2023, 2, 28))",True,425011000000,51876000000,12673000000,14390000000,9073000000,286.85,224240000000,118783000000,49597000000,,8952000000,-14465000000,7335000000,0.079,0.067
19600,サンテック,2024年３月期 決算短信〔日本基準〕（連結）,2024-05-27 16:00:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2023, 3, 31))",True,50936057000,4740217000,-1131008000,-654490000,-708000000,-44.66,48968000000,29033000000,9526050000,,-660000000,-936000000,65000000,-0.024,-0.014
34720,Ｒ－日本ホテル＆レジ,2024年5月期及び2024年11月期の運用状況及び分配金の予想の修正に関するお知らせ,2024-05-27 15:30:00,,True,1301000000,,516000000,342000000,,1555,,,,,,,,,
23910,プラネット,2024年7月期第3四半期決算短信〔日本基準〕（非連結）,2024-05-27 15:10:00,,True,2356866000,1498915000,435885000,473491000,,47.73,6554000000,5346000000,,,,,,,
25900,ＤｙＤｏ,2025年1月期 第1四半期決算短信〔日本基準〕（連結）,2024-05-27 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 1, 21), end_date=datetime.date(2023, 4, 20))",True,53164000000,24238000000,-611000000,-1291000000,3146000000,99.91,189295000000,88923000000,,,,,,,
26070,不二製油Ｇ,（訂正・数値データ訂正）「2024年３月期 決算短信〔日本基準〕（連結）」及び「決算補足資料」の一部訂正に関するお知らせ,2024-05-27 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,564087000000,,18213000000,16791000000,6524000000,75.9,470221000000,232185000000,,,48242000000,8803000000,-50007000000,0.03,0.036
27330,あらた,（訂正・数値データ訂正） 「2024年３月期 決算短信〔日本基準〕（連結）」の一部訂正に関するお知らせ,2024-05-27 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2023, 3, 31))",True,944149000000,92418000000,14508000000,15341000000,10322000000,,316976000000,105089000000,27016000000,,14059000000,-5305000000,-4556000000,,
67720,コスモス電,（訂正・数値データ訂正） 「2024 年３月期決算短信〔日本基準〕（連結）」の一部訂正について,2024-05-27 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2023, 3, 31))",True,10434769000,2752472000,1261390000,1403877000,962000000,706.68,12415000000,7003000000,3553129000,,1630000000,-163000000,-2143000000,0.149,0.109
70310,Ｇ－インバウンド,（訂正・数値データ訂正）2024年3月期 決算短信〔日本基準〕（連結）の一部訂正に関するお知らせ,2024-05-27 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2023, 3, 31))",True,3318078000,890958000,330230000,324680000,208000000,82.23,3777000000,2108000000,1701535000,,186000000,-207000000,-321000000,0.104,0.084
