code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
35500,Ｇ－スタジオアタオ,通期業績予想の修正に関するお知らせ,2024-02-21 16:00:00,,True,3709000000,,-257000000,-245000000,,-16.34,,,,,,,,,
50180,ＭＯＲＥＳＣＯ,業績予想の修正に関するお知らせ,2024-02-21 16:00:00,"DurationPeriod(start_date=datetime.date(2023, 3, 1), end_date=datetime.date(2024, 2, 29))",True,30333000000,,523000000,1046000000,615000000,66.19,,,,,,,,,
33530,メディ一光Ｇ,業績予想および配当予想の修正に関するお知らせ,2024-02-21 15:30:00,"DurationPeriod(start_date=datetime.date(2023, 3, 1), end_date=datetime.date(2024, 2, 29))",True,33897000000,,935000000,1227000000,,202.2,,,,,,,,,
79570,フジコピアン,(訂正・数値データ訂正) 修正後発事象にかかる「2023年12月期決算短信〔日本基準〕(連結)」の一部訂正について,2024-02-21 15:30:00,"DurationPeriod(start_date=datetime.date(2022, 1, 1), end_date=datetime.date(2022, 12, 31))",True,8225034000,1359418000,-774253000,-668406000,-856000000,-559.4,16164000000,10343000000,3234691000,,-46000000,-778000000,-267000000,-0.08,-0.039
89850,Ｒ－ＪＨＲ,2023年12月期 決算短信（ＲＥＩＴ）,2024-02-21 15:30:00,"DurationPeriod(start_date=datetime.date(2023, 1, 1), end_date=datetime.date(2023, 12, 31))",True,26574000000,,15014507000,13135273000,,2909,429955000000,,28515088000,,17784000000,-38551000000,19767000000,,0.032
31530,八洲電機,2024年3月期通期 連結業績予想の修正に関するお知らせ,2024-02-21 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,60270000000,,2794000000,2929000000,1916000000,90.1,,,,,,,,,
43170,レイ,期末配当予想の修正に関するお知らせ,2024-02-21 15:00:00,,True,,,,,,,,,,,,,,,
76030,マックハウス,通期業績予想の修正に関するお知らせ,2024-02-21 15:00:00,,True,18443000000,,-726000000,-617000000,,-68.36,,,,,,,,,
39980,Ｇ－すららネット,(訂正・数値データ訂正)「2023年12月期 決算短信〔日本基準〕（連結）」の 一部訂正について,2024-02-21 14:00:00,"DurationPeriod(start_date=datetime.date(2022, 1, 1), end_date=datetime.date(2022, 12, 31))",True,2145874000,1512583000,387420000,392755000,304349000,,2708655000,2219744000,1154743000,,475542000,-433831000,-220512000,,
52620,日ヒューム,業績予想の修正に関するお知らせ（上方修正）,2024-02-21 14:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,31876000000,,1236000000,2102000000,1642000000,68.12,,,,,,,,,
