code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
89170,ファースト住建,令和６年10月期　第３四半期決算短信〔日本基準〕（連結）,2024-09-05 16:00:00,"DurationPeriod(start_date=datetime.date(2022, 11, 1), end_date=datetime.date(2023, 7, 31))",True,25682551000,3742945000,1399514000,1382478000,847000000,60.99,50837000000,38042000000,,,,,,,
74350,ナ・デックス,2025年４月期　第１四半期決算短信〔日本基準〕（連結）,2024-09-05 15:10:00,"DurationPeriod(start_date=datetime.date(2023, 5, 1), end_date=datetime.date(2023, 7, 31))",True,7171011000,1323176000,-158370000,-126300000,-157000000,-18.38,30669000000,19112000000,,,,,,,
29100,ロックフィルド,2025年４月期　第１四半期決算短信〔日本基準〕(連結),2024-09-05 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 5, 1), end_date=datetime.date(2023, 7, 31))",True,12657000000,7349000000,334000000,354000000,-103000000,-3.95,35243000000,28704000000,12507000000,,-278000000,-487000000,-495000000,,
42380,ミライアル,2025年１月期第２四半期（中間期）連結業績予想の修正に関するお知らせ,2024-09-05 15:00:00,"DurationPeriod(start_date=datetime.date(2024, 2, 1), end_date=datetime.date(2024, 7, 31))",True,7614000000,,1151000000,1201000000,826000000,91.69,,,,,,,,,
72650,エイケン工業,2024年10月期　第３四半期決算短信〔日本基準〕(非連結),2024-09-05 15:00:00,,True,5482556000,780711000,229538000,248372000,,167.67,7439000000,5780000000,,,,,,,
76050,フジコーポレーション,2024年10月期第3四半期決算短信〔日本基準〕(非連結),2024-09-05 15:00:00,,True,35534461000,11412925000,4374460000,4500213000,,173.83,33810000000,26325000000,,,,,,,
92320,パスコ,2025年３月期期末配当予想の修正（無配）に関するお知らせ,2024-09-05 15:00:00,,True,,,,,,,,,,,,,,,
96360,きんえい,業績予想の修正に関するお知らせ,2024-09-05 15:00:00,,True,1833000000,,172000000,172000000,,42.29,,,,,,,,,
97350,セコム,株式分割、株式分割に伴う定款の一部変更および配当予想の修正ならびに株主優待制度の新設に関するお知らせ,2024-09-05 15:00:00,,True,,,,,,,,,,,,,,,
98240,泉州電業,2024年10月期 第３四半期決算短信〔日本基準〕（連結）,2024-09-05 14:00:00,"DurationPeriod(start_date=datetime.date(2022, 11, 1), end_date=datetime.date(2023, 7, 31))",True,99151000000,15629000000,7505000000,7829000000,5384000000,306.57,104941000000,53195000000,,,,,,,
19280,積水ハウス,2025年1月期 第2四半期(中間期)決算短信〔日本基準〕(連結),2024-09-05 13:00:00,"DurationPeriod(start_date=datetime.date(2023, 2, 1), end_date=datetime.date(2023, 7, 31))",True,1859127000000,361576000000,157141000000,147176000000,122983000000,189.79,4720306000000,1951420000000,,,,,,,
14330,ベステラ,2025年１月期 第２四半期（中間期）連結業績予想および通期連結業績予想の修正に関するお知らせ,2024-09-05 11:00:00,"DurationPeriod(start_date=datetime.date(2024, 2, 1), end_date=datetime.date(2024, 7, 31))",True,3328000000,,-61000000,-9000000,-28000000,-3.23,,,,,,,,,
