code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
32960,Ｒ－日本リート,2024年6月期決算短信（ＲＥＩＴ）,2024-08-15 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 1, 1), end_date=datetime.date(2024, 6, 30))",True,9865000000,,5499228000,4774891000,,10610,278161000000,,17885747000,,12716000000,-8473000000,-2476000000,,0.017
89640,Ｒ－フロンティア,2024年6月期 決算短信（ＲＥＩＴ）,2024-08-15 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 1, 1), end_date=datetime.date(2024, 6, 30))",True,12162000000,,6785646000,6431686000,,11886,333976000000,,16480826000,,11443000000,-4062000000,-8106000000,,0.019
96820,ＤＴＳ,2025年３月期 第１四半期決算短信〔日本基準〕（連結）,2024-08-15 15:45:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2023, 6, 30))",True,28889000000,6240000000,2976000000,3033000000,2041000000,47.78,79766000000,60215000000,,,,,,,
96820,ＤＴＳ,(訂正・数値データ訂正)「2024年３月期 決算短信〔日本基準〕（連結）」の一部訂正および関係会社株式評価損(個別決算)の計上に関するお知らせ,2024-08-15 15:45:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2023, 3, 31))",True,115727000000,24876000000,12508000000,12831000000,7293000000,168.51,84882000000,62270000000,37557000000,,10410000000,-8516000000,-7817000000,0.118,0.155
23850,Ｇ－総医研,2024年6月期　決算短信〔日本基準〕（連結）,2024-08-15 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 7, 1), end_date=datetime.date(2023, 6, 30))",True,5158458000,2482372000,-610007000,-565818000,-662000000,-25.32,6946000000,6232000000,4790024000,,-880000000,-14000000,-260000000,-0.1,-0.075
89510,Ｒ－ビルＦ,2024年６月期　決算短信（ＲＥＩＴ）,2024-08-15 15:00:00,"DurationPeriod(start_date=datetime.date(2024, 1, 1), end_date=datetime.date(2024, 6, 30))",True,50254000000,,24643951000,23345501000,,13724,1383883000000,,17903424000,,72113000000,-47935000000,-25159000000,,0.017
