code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
38560,Ａｂａｌａｎｃｅ,2024年６月期 通期決算短信〔日本基準〕(連結),2024-08-14 18:05:00,"DurationPeriod(start_date=datetime.date(2022, 7, 1), end_date=datetime.date(2023, 6, 30))",True,208972000000,44573000000,23349000000,24894000000,9530000000,547.83,150173000000,23800000000,37053000000,,44757000000,-21191000000,-5446000000,0.524,0.169
36640,Ｇ－モブキャストＨＤ,2024年12月期  第２四半期（中間期）決算短信〔日本基準〕(連結),2024-08-14 18:00:00,"DurationPeriod(start_date=datetime.date(2023, 1, 1), end_date=datetime.date(2023, 6, 30))",True,1685161000,1087532000,48898000,39048000,71000000,1.6,2286000000,396000000,,,,,,,
23880,Ｇ－ウェッジＨＤ,令和６年９月期 第３四半期決算短信〔日本基準〕(連結),2024-08-14 17:00:00,"DurationPeriod(start_date=datetime.date(2022, 10, 1), end_date=datetime.date(2023, 6, 30))",True,641554000,315546000,-22798000,-477992000,-512000000,-12.08,3755000000,3102000000,,,,,,,
36910,Ｇ－デジタルプラス,2024年９月期　第３四半期決算短信〔ＩＦＲＳ〕(連結),2024-08-14 17:00:00,"DurationPeriod(start_date=datetime.date(2022, 10, 1), end_date=datetime.date(2023, 6, 30))",True,619075000,528577000,56000000,,23000000,6.42,1931000000,,528946000,,8525000,-140795000,215696000,,
51030,昭和ＨＤ,2025年３月期第１四半期決算短信〔日本基準〕（連結）,2024-08-14 17:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2023, 6, 30))",True,2279650000,684509000,53120000,105571000,39000000,0.52,6987000000,1679000000,,,,,,,
58680,ロココ,2024年12月期第２四半期（中間期）決算短信〔日本基準〕(連結),2024-08-14 17:00:00,"DurationPeriod(start_date=datetime.date(2024, 1, 1), end_date=datetime.date(2024, 6, 30))",True,3766751000,1293229000,46074000,43270000,11000000,3.17,4116000000,2483000000,1687589000,,179335000,-11353000,-343885000,,
70580,共栄セキュリティ,2025年３月期第１四半期決算短信〔日本基準〕(連結),2024-08-14 17:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2023, 6, 30))",True,2531819000,596055000,118934000,128044000,58000000,40.49,6763000000,4634000000,,,,,,,
94170,スマートバリュー,2024年6月期 決算短信〔日本基準〕（連結）,2024-08-14 17:00:00,"DurationPeriod(start_date=datetime.date(2022, 7, 1), end_date=datetime.date(2023, 6, 30))",True,3814719000,1157313000,-308424000,-312532000,-348000000,-33.57,4037000000,1689000000,1726858000,,26000000,354000000,106000000,-0.183,-0.079
95630,Ｇ－Ａｔｌａｓ,2024年12月期 第２四半期（中間期）決算短信〔日本基準〕(連結),2024-08-14 17:00:00,"DurationPeriod(start_date=datetime.date(2024, 1, 1), end_date=datetime.date(2024, 6, 30))",True,1017504000,195718000,-171966000,-161863000,-137000000,-18.65,2651000000,2369000000,1814994000,,21295000,577000,-31000,,
44480,Ｇ－ｋｕｂｅｌｌ,（訂正・数値データ訂正）「2024年12月期 第1四半期決算短信〔日本基準〕(連結)」の一部訂正について,2024-08-14 16:55:00,"DurationPeriod(start_date=datetime.date(2023, 1, 1), end_date=datetime.date(2023, 3, 31))",True,1934557000,1268537000,-13698000,-16922000,-43000000,-1.07,6160000000,2408000000,,,,,,,
