code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
34980,霞ヶ関キャピタル,2024年８月期 第２四半期決算短信〔日本基準〕（連結）,2024-04-02 15:30:00,"DurationPeriod(start_date=datetime.date(2022, 9, 1), end_date=datetime.date(2023, 2, 28))",True,20817936000,6296048000,1991794000,1940035000,1292000000,148.13,55756000000,22809000000,6952206000,,-8259198000,-687618000,9971683000,,
76490,スギＨＤ,2024年2月期決算短信〔日本基準〕（連結）,2024-04-02 15:30:00,"DurationPeriod(start_date=datetime.date(2022, 3, 1), end_date=datetime.date(2023, 2, 28))",True,744477000000,228837000000,36622000000,38039000000,21979000000,121.46,390563000000,233362000000,37406000000,,39041000000,-30976000000,-5284000000,0.098,0.102
74450,ライトオン,2024年8月期第2四半期累計期間及び通期業績予想の修正、特別損失の計上及び財務制限条項への抵触の見込み並びに対応結果に関するお知らせ,2024-04-02 15:00:00,,True,24600000000,,254000000,191000000,,-3.22,,,,,,,,,
74470,ナガイレーベ,2024年8月期　第2四半期決算短信〔日本基準〕（連結）,2024-04-02 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 9, 1), end_date=datetime.date(2023, 2, 28))",True,7392002000,3195516000,1608632000,1639763000,1129000000,35.39,45577000000,41842000000,4861827000,,-83887000,-890576000,-1925303000,,
79750,リヒトラブ,業績予想の修正に関するお知らせ,2024-04-02 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 3, 1), end_date=datetime.date(2024, 2, 29))",True,8514000000,,-153000000,-30000000,-24000000,-7.19,,,,,,,,,
82170,オークワ,2024年２月期決算短信〔日本基準〕(連結),2024-04-02 13:00:00,"DurationPeriod(start_date=datetime.date(2022, 2, 21), end_date=datetime.date(2023, 2, 20))",True,235038000000,65780000000,2888000000,3098000000,1000000000,22.79,132496000000,78352000000,16182000000,,9692000000,-7942000000,-954000000,0.013,0.023
27530,あみやき,2024年3月期決算短信〔日本基準〕（連結）,2024-04-02 09:00:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2023, 3, 31))",True,33267000000,20379000000,2221000000,2311000000,1307000000,190.91,27236000000,20894000000,5677000000,,3531000000,-1619000000,-679000000,0.064,0.089
58300,いよぎんＨＤ,連結業績予想の修正に関するお知らせ,2024-04-02 08:45:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,,,,42415000000,27899000000,89.13,,,,,,,,,
