code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
27640,ひらまつ,通期業績予想の修正及び特別損失の計上に関するお知らせ,2024-04-19 17:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,12376000000,,-617000000,-612000000,-904000000,-12.79,,,,,,,,,
81430,ラピーヌ,2024年２月期　決算短信［日本基準］（連結）,2024-04-19 17:00:00,"DurationPeriod(start_date=datetime.date(2022, 3, 1), end_date=datetime.date(2023, 2, 28))",True,2342007000,1620751000,-342808000,-314291000,-321000000,-136.03,3436000000,918000000,1279117000,,-660000000,19000000,-167000000,-0.311,-0.084
59850,サンコール,固定資産の減損損失の計上及び業績予想の修正並びに役員報酬の一部自主返納に関するお知らせ,2024-04-19 16:30:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,53399000000,,304000000,848000000,557000000,18.57,,,,,,,,,
60230,ダイハツデイ,業績予想の修正および配当予想の修正（増配）に関するお知らせ,2024-04-19 16:30:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,72113000000,,3601000000,3660000000,2948000000,93.37,,,,,,,,,
87070,岩井コスモ,2024年3月期連結決算速報値に関するお知らせ,2024-04-19 16:30:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,,,4770000000,5165000000,3564000000,151.73,,,,,,,,,
20530,中部飼料,業績予想の修正及び配当予想の修正（増配）に関するお知らせ,2024-04-19 16:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,243476000000,,1670000000,2069000000,827000000,28,,,,,,,,,
37700,ザッパラス,2024年4月期 配当予想の修正（減配）について,2024-04-19 16:00:00,,True,,,,,,,,,,,,,,,
49600,ケミプロ化成,2024年３月期通期業績予想の修正に関するお知らせ,2024-04-19 15:40:00,,True,9760000000,,357000000,121000000,,4.41,,,,,,,,,
34920,Ｒ－タカラリート,2024年 2月期 決算短信（REIT）,2024-04-19 15:30:00,"DurationPeriod(start_date=datetime.date(2023, 9, 1), end_date=datetime.date(2024, 2, 29))",True,3891000000,,2263624000,1886924000,,2691,142693000000,,4338630000,,2521000000,-439000000,-1808000000,,0.013
69820,リード,2024年３月期 通期業績予想の修正に関するお知らせ,2024-04-19 15:30:00,,True,5021000000,,140000000,205000000,,71.87,,,,,,,,,
70490,Ｇ－識学,（訂正・数値データ訂正）「2024年2月期 決算短信〔日本基準〕(連結)」の一部訂正に関するお知らせ,2024-04-19 15:30:00,"DurationPeriod(start_date=datetime.date(2022, 3, 1), end_date=datetime.date(2023, 2, 28))",True,4829829000,3434450000,-113225000,-111191000,-97000000,-11.13,4560000000,2236000000,2353453000,,-171000000,-22000000,-90000000,-0.043,-0.024
71750,今村証券,2024年３月期 決算速報値に関するお知らせ,2024-04-19 15:30:00,,True,,,884000000,911000000,,,,,,,,,,,
71750,今村証券,2024年３月期（第85期）期末配当予定に関するお知らせ,2024-04-19 15:30:00,,True,,,,,,,,,,,,,,,
72010,日産自,業績予想の修正に関するお知らせ,2024-04-19 15:25:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,10596695000000,,377109000000,,221900000000,56.67,,,,,,,,,
66660,リバーエレテク,2024年３月期 通期業績予想の修正に関するお知らせ,2024-04-19 15:10:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,6855000000,,1125000000,1203000000,893000000,103.59,,,,,,,,,
22680,サーティワン,2024年12月期第1四半期決算短信〔日本基準〕（連結）,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 1, 1), end_date=datetime.date(2023, 3, 31))",True,5563254000,2696592000,273246000,277162000,163000000,16.93,20107000000,12396000000,,,,,,,
24110,ゲンダイＡＧ,2024年3月期決算短信〔日本基準〕（連結）,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 4, 1), end_date=datetime.date(2023, 3, 31))",True,7419000000,2192000000,249000000,262000000,125000000,10.17,5428000000,4085000000,3431000000,,260000000,156000000,-719000000,0.03,0.046
30680,ＷＤＩ,通期連結業績予想の修正に関するお知らせ,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,26174000000,,831000000,912000000,940000000,149.56,,,,,,,,,
49290,アジュバンＨＤ,2024年３月期決算短信［日本基準］（連結）,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 3, 21), end_date=datetime.date(2023, 3, 20))",True,4438221000,2860219000,-1425000,17087000,-99000000,-12.49,5277000000,4216000000,2118760000,,377000000,391000000,-198000000,-0.023,0.003
69670,新光電工,業績予想の修正に関するお知らせ,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,286358000000,,76712000000,78755000000,54488000000,403.32,,,,,,,,,
71980,ＳＢＩアルヒ,業績予想の修正に関するお知らせ,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,22601000000,,4119000000,2802000000,2821000000,79.64,,,,,,,,,
76010,ポプラ,（訂正・数値データ訂正）「2024年2月期　決算短信」［日本基準］（連結）」の一部訂正に関するお知らせ,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2022, 3, 1), end_date=datetime.date(2023, 2, 28))",True,9154247000,2188878000,404238000,360306000,462000000,36.74,3809000000,477000000,752371000,,79000000,322000000,-478000000,,0.094
78360,アビックス,連結業績予想の修正（上方修正）に関するお知らせ,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,3325000000,,15000000,10000000,-7000000,-0.22,,,,,,,,,
78850,タカノ,通期業績予想の修正に関するお知らせ,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,23037000000,,999000000,1103000000,,54.46,,,,,,,,,
89540,Ｒ－オリックスＦ,2024年2月期　決算短信（ＲＥＩＴ）,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 9, 1), end_date=datetime.date(2024, 2, 29))",True,28804000000,,12626000000,11553000000,,4181,678727000000,,44092000000,,35166000000,-23968000000,-10335000000,,0.017
98880,ＵＥＸ,業績予想の修正に関するお知らせ,2024-04-19 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,53829000000,,4273000000,4350000000,2828000000,256.63,,,,,,,,,
86170,光世証,2024年3月期決算短信〔日本基準〕（非連結）,2024-04-19 14:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,,,435000000,440000000,,39.93,24610000000,16937000000,6553000000,,831000000,-419000000,-47000000,0.022,
44170,Ｇ－グローバルセキュ,2024年３月期　配当予想の修正に関するお知らせ,2024-04-19 13:45:00,,True,,,,,,,,,,,,,,,
54400,共英製鋼,業績予想の修正（増益）・配当予想の修正（増配）および特別損失（減損損失）の計上に関するお知らせ,2024-04-19 13:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,355715000000,,14819000000,14671000000,,301.61,,,,,,,,,
30040,神栄,通期連結業績予想の修正、通期個別業績予想の公表および配当予想の修正に関するお知らせ,2024-04-19 12:00:00,"DurationPeriod(start_date=datetime.date(2023, 4, 1), end_date=datetime.date(2024, 3, 31))",True,39892000000,,1375000000,1340000000,949000000,233.5,,,,,,,,,
