code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
56950,パウダテック,2026 年３月期 通期連結業績予想の修正に関するお知らせ,2026-02-25 16:50:00,"DurationPeriod(start_date=datetime.date(2025, 4, 1), end_date=datetime.date(2026, 3, 31))",True,9136000000,,332000000,376000000,318000000,109.76,,,,,,,,,
67720,コスモス電,配当政策の基本方針の変更及び配当予想に関するお知らせ,2026-02-25 16:50:00,,True,,,,,,,,,,,,,,,
19210,巴,投資有価証券売却益（特別利益）の計上および業績予想の修正に関するお知らせ,2026-02-25 16:30:00,"DurationPeriod(start_date=datetime.date(2025, 4, 1), end_date=datetime.date(2026, 3, 31))",True,34670000000,,3932000000,4716000000,14849000000,372.25,,,,,,,,,
68550,電子材料,2026年３月期第３四半期決算短信［日本基準］(連結) （公認会計士等による期中レビューの完了）,2026-02-25 16:05:00,"DurationPeriod(start_date=datetime.date(2024, 4, 1), end_date=datetime.date(2024, 12, 31))",True,20675000000,9023000000,5028000000,4893000000,3468000000,274.34,41572000000,30381000000,,,,,,,
26920,伊藤忠食,2026年３月期の期末配当予想の修正（無配）及び株主優待制度の廃止に関するお知らせ,2026-02-25 16:00:00,,True,,,,,,,,,,,,,,,
52620,日ヒューム,2026年３月期　第３四半期決算短信〔日本基準〕（連結）（公認会計士等による期中レビューの完了）,2026-02-25 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 4, 1), end_date=datetime.date(2024, 12, 31))",True,27589469000,5794968000,1868407000,3010404000,2741000000,59.12,58307000000,45477000000,,,,,,,
67940,フォスター電,通期連結業績予想及び期末配当予想の修正に関するお知らせ,2026-02-25 16:00:00,"DurationPeriod(start_date=datetime.date(2025, 4, 1), end_date=datetime.date(2026, 3, 31))",True,137607000000,,6796000000,7726000000,3902000000,174.98,,,,,,,,,
89850,Ｒ－ＪＨＲ,2025年12月期　決算短信,2026-02-25 16:00:00,"DurationPeriod(start_date=datetime.date(2025, 1, 1), end_date=datetime.date(2025, 12, 31))",True,45564000000,,31052543000,26748017000,,5325,576683000000,,41981128000,,33752000000,-71868000000,44067000000,,0.05
23910,プラネット,2026年7月期第2四半期(中間期)決算短信〔日本基準〕(非連結),2026-02-25 15:40:00,"DurationPeriod(start_date=datetime.date(2025, 8, 1), end_date=datetime.date(2026, 1, 31))",True,1573882000,975917000,316632000,333583000,,33.79,6582000000,5627000000,2828340000,,254095000,-155963000,-145856000,,
27080,久世,業績予想（連結）の修正及び配当予想の修正（増配）に関するお知らせ,2026-02-25 15:40:00,"DurationPeriod(start_date=datetime.date(2025, 4, 1), end_date=datetime.date(2026, 3, 31))",True,68568000000,,1847000000,2191000000,1754000000,379.35,,,,,,,,,
18350,東鉄工,業績予想の修正および配当予想の修正（増配）に関するお知らせ,2026-02-25 15:30:00,"DurationPeriod(start_date=datetime.date(2025, 4, 1), end_date=datetime.date(2025, 9, 30))",True,160047000000,,15526000000,16035000000,,335.87,,,,,,,,,
20600,フィード・ワン,通期連結業績予想の修正及び通期個別業績見込みと前期実績との差異に関するお知らせ,2026-02-25 15:30:00,"DurationPeriod(start_date=datetime.date(2025, 4, 1), end_date=datetime.date(2026, 3, 31))",True,296045000000,,6343000000,6789000000,5387000000,140.84,,,,,,,,,
37780,さくらインターネット,業績予想の修正に関するお知らせ,2026-02-25 15:30:00,"DurationPeriod(start_date=datetime.date(2025, 4, 1), end_date=datetime.date(2026, 3, 31))",True,31412000000,,4145000000,4060000000,2937000000,75.23,,,,,,,,,
54610,中部鋼鈑,業績予想の修正に関するお知らせ,2026-02-25 15:30:00,,True,47335000000,,2124000000,2042000000,,51.43,,,,,,,,,
54610,中部鋼鈑,2026年３月期第３四半期決算短信〔日本基準〕(連結)（開示事項の変更及び公認会計士等による期中レビューの完了）,2026-02-25 15:30:00,"DurationPeriod(start_date=datetime.date(2024, 4, 1), end_date=datetime.date(2024, 12, 31))",True,36809000000,4417000000,735000000,972000000,642000000,23.72,85870000000,74044000000,,,,,,,
92530,Ｇ－スローガン,通期連結業績予想の修正に関するお知らせ,2026-02-25 15:30:00,"DurationPeriod(start_date=datetime.date(2025, 3, 1), end_date=datetime.date(2026, 2, 28))",True,1350000000,,124000000,119000000,86000000,33.18,,,,,,,,,
25400,養命酒,特別損失の計上に伴う通期業績予想の修正、期末配当予想の修正（無配）、株主優待制度の廃止及び中期経営計画の取り下げに関するお知らせ,2026-02-25 03:00:00,,True,10017000000,,128000000,626000000,,49.08,,,,,,,,,
