code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
21600,Ｇ－ＧＮＩ,（訂正・数値データの修正）「2025年12月期 決算短信〔IFRS〕（連結）」の一部訂正について,2026-03-04 18:00:00,"DurationPeriod(start_date=datetime.date(2024, 1, 1), end_date=datetime.date(2024, 12, 31))",True,26840000000,19993000000,-3471000000,,-4244000000,-80.9,83791000000,,21101000000,,-2408000000,-536000000,13738000000,-0.098,-0.06
23070,クロスキャット,配当予想の修正（増配）に関するお知らせ,2026-03-04 15:30:00,,True,,,,,,,,,,,,,,,
25900,ＤｙＤｏ,2026年1月期 決算短信〔日本基準〕（連結）,2026-03-04 15:30:00,"DurationPeriod(start_date=datetime.date(2024, 1, 21), end_date=datetime.date(2025, 1, 20))",True,241236000000,109000000000,4163000000,1467000000,-30322000000,-957.83,162812000000,64311000000,27877000000,,11409000000,-12110000000,300000000,-0.388,0.008
66350,大日光,（訂正・数値データ訂正） 「2025年12月期決算短信〔日本基準〕（連結）」の一部訂正について,2026-03-04 15:30:00,"DurationPeriod(start_date=datetime.date(2024, 1, 1), end_date=datetime.date(2024, 12, 31))",True,36954622000,3875246000,638133000,691169000,208000000,31.45,28854000000,6943000000,5359688000,,2562000000,-645000000,-920000000,0.03,0.024
80570,内田洋行,2026年7月期 第2四半期（中間期）決算短信〔日本基準〕（連結）,2026-03-04 15:30:00,"DurationPeriod(start_date=datetime.date(2024, 7, 21), end_date=datetime.date(2025, 1, 20))",True,174081000000,26345000000,5481000000,6054000000,4894000000,99.28,209774000000,73871000000,34660000000,,13188000000,170000000,-1772000000,,
80570,内田洋行,配当予想の修正に関するお知らせ,2026-03-04 15:30:00,,True,,,,,,,,,,,,,,,
18670,植木組,業績予想の修正並びに配当予想の修正に関するお知らせ,2026-03-04 15:00:00,"DurationPeriod(start_date=datetime.date(2025, 4, 1), end_date=datetime.date(2026, 3, 31))",True,50703000000,,2853000000,2950000000,1934000000,297.06,,,,,,,,,
