code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
42500,Ｑ－フロンティア,2025年11月期 決算短信〔日本基準〕(連結),2026-01-15 15:30:00,"DurationPeriod(start_date=datetime.date(2023, 12, 1), end_date=datetime.date(2024, 11, 30))",True,1686930000,721629000,123866000,118857000,81000000,59,954000000,538000000,394565000,,159000000,-8000000,-178000000,0.163,0.121
66270,テラプローブ,配当予想の修正に関するお知らせ,2026-01-15 15:30:00,,True,,,,,,,,,,,,,,,
78790,ノダ,2025年11月期 決算短信〔日本基準〕（連結）,2026-01-15 15:30:00,"DurationPeriod(start_date=datetime.date(2023, 12, 1), end_date=datetime.date(2024, 11, 30))",True,64686719000,13075844000,-47549000,-29017000,-829000000,-52.97,72807000000,34057000000,18830728000,,1645000000,-5398000000,533000000,-0.025,0
32010,ニッケ,2025年11月期　決算短信〔日本基準〕（連結）,2026-01-15 15:00:00,"DurationPeriod(start_date=datetime.date(2023, 12, 1), end_date=datetime.date(2024, 11, 30))",True,119377000000,34269000000,11913000000,12967000000,9090000000,132.27,189756000000,131654000000,31293000000,,12140000000,-9255000000,-5070000000,0.071,0.07
40990,四国化成ＨＤ,業績予想の修正および配当予想の修正に関するお知らせ,2026-01-15 12:00:00,"DurationPeriod(start_date=datetime.date(2025, 1, 1), end_date=datetime.date(2025, 12, 31))",True,69493000000,,9741000000,10779000000,8813000000,191.38,,,,,,,,,
