code,company_name,title,pubdate,fiscal_period,consolidated,revenue,gross_profit,operating_income,ordinary_income,net_income_parent,eps,total_assets,shareholders_equity,cash_and_equivalents,interest_bearing_debt,operating_cf,investing_cf,financing_cf,roe,roa
51290,Ｇ－ＦＩＸＥＲ,2026年8月期 第2四半期（中間期）決算短信〔日本基準〕(連結),2026-04-10 17:20:00,"DurationPeriod(start_date=datetime.date(2025, 9, 1), end_date=datetime.date(2026, 2, 28))",True,1563000000,27000000,-1273000000,-1268000000,-1247000000,-84.22,3207000000,2513000000,1672000000,,-1416000000,-11000000,16000000,,
51290,Ｇ－ＦＩＸＥＲ,2026年8月期連結業績予想および単体業績予想に関するお知らせ,2026-04-10 17:20:00,"DurationPeriod(start_date=datetime.date(2025, 9, 1), end_date=datetime.date(2026, 8, 31))",True,3980000000,,-1729000000,-1719000000,-2117000000,-143.22,,,,,,,,,
28720,セイヒョー,2026年２月期　決算短信〔日本基準〕（非連結）,2026-04-10 17:00:00,"DurationPeriod(start_date=datetime.date(2025, 3, 1), end_date=datetime.date(2026, 2, 28))",True,4796658000,844709000,35373000,54526000,,8.19,3989000000,1500000000,234513000,,44000000,-127000000,-11000000,0.007,0.014
34540,ファーストブラザーズ,2026年11月期 第１四半期 決算短信〔日本基準〕（連結）,2026-04-10 17:00:00,"DurationPeriod(start_date=datetime.date(2024, 12, 1), end_date=datetime.date(2025, 2, 28))",True,3789290000,1186265000,506218000,319354000,491000000,35.02,87189000000,26129000000,,,,,,,
36470,アスリナ,2026年８月期 第２四半期（中間期）決算短信〔日本基準〕（連結）,2026-04-10 16:30:00,"DurationPeriod(start_date=datetime.date(2024, 9, 1), end_date=datetime.date(2025, 2, 28))",True,36404000,-822000,-185223000,-194368000,-194000000,-10.02,1349000000,854000000,423048000,,-195610000,-265966000,327751000,,
30460,ＪＩＮＳＨＤ,2026年８月期 第２四半期（中間期）決算短信〔日本基準〕(連結),2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 9, 1), end_date=datetime.date(2025, 2, 28))",True,50512000000,39884000000,4932000000,4899000000,3393000000,145.36,60021000000,33885000000,,,,,,,
35500,Ｇ－スタジオアタオ,2026年２月期 決算短信[日本基準]（非連結）,2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2025, 3, 1), end_date=datetime.date(2026, 2, 28))",True,4126272000,2811932000,239296000,243174000,,10.94,3182000000,2586000000,1821493000,,285000000,-29000000,-267000000,0.06,0.077
46680,明光ネット,2026年８月期第２四半期（中間期）決算短信〔日本基準〕（連結）,2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 9, 1), end_date=datetime.date(2025, 2, 28))",True,12901000000,3489000000,1459000000,1552000000,966000000,38.19,18004000000,12795000000,,,,,,,
47350,京進,2026年２月期 決算短信〔日本基準〕(連結),2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 6, 1), end_date=datetime.date(2025, 5, 31))",True,20286291000,4153481000,481188000,470504000,69000000,9.08,22020000000,3907000000,4263028000,,-181000000,-924000000,236000000,0.018,0.021
53410,ＡＳＡＨＩ　ＥＩＴＯ,2026年11月期　第1四半期決算短信〔日本基準〕（連結）,2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 12, 1), end_date=datetime.date(2025, 2, 28))",True,1064995000,344126000,-51444000,-45324000,-53000000,-7.46,2657000000,1070000000,,,,,,,
59820,マルゼン,2026年２月期　決算短信〔日本基準〕(連結),2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 3, 1), end_date=datetime.date(2025, 2, 28))",True,66782423000,19020163000,6636677000,7341643000,5216000000,329.2,74548000000,52292000000,20551456000,,4807000000,-6061000000,-2041000000,0.104,0.101
65060,安川電,2026年2月期 決算短信〔ＩＦＲＳ〕（連結）,2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 3, 1), end_date=datetime.date(2025, 2, 28))",True,542122000000,191236000000,47307000000,,35240000000,135.88,812365000000,,61223000000,,52170000000,-44216000000,-8626000000,0.077,0.064
65550,ＭＳコンサル,2026年２月期決算短信〔ＩＦＲＳ〕(連結),2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 3, 1), end_date=datetime.date(2025, 2, 28))",True,2584946000,866602000,252000000,,173000000,40.21,3704000000,,1029998000,,406000000,-120000000,155000000,0.062,0.071
74870,小津産業,通期連結業績予想の修正に関するお知らせ,2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2025, 6, 1), end_date=datetime.date(2026, 5, 31))",True,10220000000,,430000000,559000000,408000000,48.64,,,,,,,,,
74870,小津産業,2026年５月期　第３四半期決算短信〔日本基準〕（連結）,2026-04-10 16:00:00,"DurationPeriod(start_date=datetime.date(2024, 6, 1), end_date=datetime.date(2025, 2, 28))",True,8085521000,2701041000,526689000,717675000,503000000,59.91,26376000000,19502000000,,,,,,,
